,name,state,linkedin_industry,website_url,check_robots
2097,stackOcean,Schleswig-Holstein,IT and Communications,https://stackocean.com/,True
2098,Taxy.io,Nordrhein-Westfalen,Finance & Insurance,https://www.taxy.io,True
2099,Simscale,Bayern,Industrial & Basic Materials,https://www.simscale.com,False
2100,AIRdBase,Mecklenburg-Vorpommern,Construction/Real Estate,https://airdbase.io/,False
2101,Mermaid Bio,Bayern,Life Science & Healthcare,https://mermaid.bio,True
2102,Exposify,Niedersachsen,Construction/Real Estate,https://www.exposify.de/,True
2103,engomo,Baden-Württemberg,IT and Communications,https://engomo.com/index.html,True
2104,Fanbase,Bayern,Consulting,http://fanbase.com/,True
2105,Vectornator,Berlin,"Media, Arts & Entertainment",https://vectornator.io,True
2106,CreditLinks,Hessen,Finance & Insurance,http://creditlinks.de/,False
2107,Xelera Technologies,Hessen,IT and Communications,https://xelera.io/,False
2108,MinQi,Bayern,Life Science & Healthcare,http://minqi.io/,False
2109,AmbiGate,Baden-Württemberg,Life Science & Healthcare,http://www.ambigate.com,True
2110,cloud4pets,Rheinland-Pfalz,IT and Communications,http://cloud4pets.de/,True
2111,dasABOmobil,Hamburg,"Automotive, Logistics & Mobility",http://www.dasABOmobil.de,True
2112,adenin TECHNOLOGIES,Bayern,,https://www.adenin.de,False
2113,ChromoTek,Bayern,Chemicals/Pharmaceuticals,http://www.chromotek.com,True
2114,placons,Hessen,Finance & Insurance,http://placons.com/,False
2115,Rekoo,Berlin,Life Science & Healthcare,https://www.rekoo.de/,False
2116,Duschkraft,Mecklenburg-Vorpommern,"Water, Waste Treatment & Recycling",https://duschkraft.de/,True
2117,IntegrityNext,Bayern,IT and Communications,http://www.integritynext.com,True
2118,ROCKET BACKLINKS,Baden-Württemberg,IT and Communications,https://www.rocket-backlinks.com/,True
2119,WTS - Wind Tuning Systeme,Baden-Württemberg,Energy & Electricity,http://www.wt-systems.eu,True
2120,paycentive,Bayern,IT and Communications,http://cashback4you.de/,False
2121,Baufin-Experten,,Finance & Insurance,https://baufin-experten.de/,False
2122,kms projects,Rheinland-Pfalz,,https://www.kms-projects.com,True
2123,nice,Sachsen,IT and Communications,http://nice.report/,False
2124,DACS Laboratories,Nordrhein-Westfalen,Sports & Amusement/Gaming incl. Online,http://www.dacs-labs.com/,False
2125,Localyze,Hamburg,Human Resources,https://www.localyze.de/,False
2126,heartbeat,Berlin,Life Science & Healthcare,https://heartbeat-med.com,True
2127,TwoReach,Nordrhein-Westfalen,Consulting,https://tworeach.de/,False
2128,Berlin Brands Group,Berlin,Other,http://berlin-brands-group.com/,True
2129,fourdrop,Bayern,Nutrition & Consumables,https://www.fourdrop.com/,False
2130,voiio,Berlin,Human Resources,http://voiio.de/,True
2131,qlipay,Sachsen,Finance & Insurance,https://www.qlipay.de/,True
2132,1000 Kelvin,Berlin,Industrial & Basic Materials,http://1000kelvin.com/,True
2133,VacationOffice,Baden-Württemberg,Tourism,https://vacationoffice.de,True
2134,Chronoto,Nordrhein-Westfalen,Nutrition & Consumables,https://www.chronoto.de,True
2135,CryptOcean,Niedersachsen,Finance & Insurance,https://cryptocean.io,False
2136,Siut,Berlin,Security,http://siut.eu/,False
2137,decimo gmbh,Berlin,Finance & Insurance,https://www.decimo.de/,False
2138,ChargeX,Bayern,"Automotive, Logistics & Mobility",http://chargex.de/,True
2139,H1P - Das Original,Baden-Württemberg,Textiles,http://www.h1p-dasoriginal.com,True
2140,100ProLesen,Nordrhein-Westfalen,Education,https://100prolesen.de,True
2141,eifas,Berlin,Finance & Insurance,http://eifas.de/,True
2142,KISS OF WINE,Berlin,Nutrition & Consumables,http://kissofwine.com/,True
2143,4Pilots,Thüringen,Education,https://4pilots.io/,False
2144,StressButler,Baden-Württemberg,Other,https://stressbutler.de,True
2145,Goodright,Niedersachsen,Life Science & Healthcare,http://pflegewaechter.de/,True
2146,Sawayo,Mecklenburg-Vorpommern,IT and Communications,https://www.sawayo.de/,False
2147,BLUEDATEX,Berlin,IT and Communications,https://bluedatex.de/,True
2148,Olapsoft,Berlin,IT and Communications,https://olapsoft.com,True
2149,Lomavis,Niedersachsen,IT and Communications,https://lomavis.com/,False
2150,Raisin,Berlin,Finance & Insurance,https://www.raisin.com/,True
2151,BLUQUIST,Brandenburg,Human Resources,https://bluquist.com,True
2152,Sophos Technology,Hessen,,https://www.sophos.com/,True
2153,scireum,Baden-Württemberg,IT and Communications,https://www.scireum.de,True
2154,Siwalu,Nordrhein-Westfalen,IT and Communications,http://www.siwalusoftware.com,True
2155,Morressier,Berlin,Education,https://www.morressier.com,True
2156,Gute Marken Online,Bayern,IT and Communications,http://www.gute-marken.com,True
2157,ReduSoft,Baden-Württemberg,Education,https://www.redusoft.de,True
2158,wohnungshelden,Bayern,Construction/Real Estate,http://wohnungshelden.de/,True
2159,Ingenious Technologies,Berlin,,https://www.ingenioustechnologies.com/,True
2160,smallstack,Bayern,IT and Communications,https://smallstack.io,True
2161,refive,Berlin,IT and Communications,http://www.refive.io,True
2162,betterplace.org,Berlin,Finance & Insurance,https://www.betterplace.org/de,True
2163,TruPhysics,Baden-Württemberg,Industrial & Basic Materials,http://www.truphysics.com,True
2164,Spreadgood,Berlin,IT and Communications,http://spreadgood.de/,False
2165,ambiotex,Brandenburg,Life Science & Healthcare,http://www.ambiotex.com,False
2166,Mr Beam Lasers,Bayern,Industrial & Basic Materials,http://mr-beam.org/,True
2167,Nova Products,Bayern,"Media, Arts & Entertainment",https://www.nova-audio.com/,True
2168,World Class Golf Instruction,Bayern,Sports & Amusement/Gaming incl. Online,https://worldclassgolf.com/,True
2169,Casavi,Bayern,Construction/Real Estate,https://casavi.de/,False
2170,EVY Solutions,Nordrhein-Westfalen,IT and Communications,http://www.evy-solutions.de,True
2171,evoach,Baden-Württemberg,Human Resources,http://www.evoach.me,False
2172,Hycube Technologies,Baden-Württemberg,Energy & Electricity,https://hycube.com/,True
2173,RULEBOOK,Nordrhein-Westfalen,IT and Communications,https://www.rulebook.de/en/,False
2174,Cotravel.ist,Hessen,Tourism,http://www.cotravel.ist,True
2175,Mailbutler,Berlin,IT and Communications,https://www.mailbutler.io/,True
2176,empfohlen.de,Hamburg,IT and Communications,https://www.empfohlen.de/,False
2177,RideBee,Bayern,"Automotive, Logistics & Mobility",https://ridebee.de,True
2178,Post für Oma,Berlin,Nutrition & Consumables,https://postfueroma.com/,True
2179,Tradesurfer,Hessen,Education,https://trade-surfer.com/,False
2180,Vemcon,Bayern,Construction/Real Estate,http://vemcon.de/,True
2181,PlaytestCloud,Berlin,Sports & Amusement/Gaming incl. Online,https://www.playtestcloud.com/,True
2182,UZE Mobility,Bremen,"Automotive, Logistics & Mobility",https://uze-mobility.com,True
2183,AFTS,Berlin,"Automotive, Logistics & Mobility",http://afts.biz,True
2184,Melanin Kapital,Hessen,Finance & Insurance,http://melaninkapital.com/,True
2185,nuloc,Brandenburg,"Automotive, Logistics & Mobility",https://nuloc.bike/,False
2186,Fair Roast,Hessen,Nutrition & Consumables,https://www.fairroast.coffee,True
2187,SpiceNerds,Berlin,Nutrition & Consumables,http://spicenerds.com/,True
2188,hub.cards,Berlin,IT and Communications,https://hub.cards/,True
2189,Matterial,Rheinland-Pfalz,IT and Communications,https://www.matterial.com/,True
2190,Thermosome,Bayern,Chemicals/Pharmaceuticals,http://www.thermosome.com/,True
2191,findervest,Berlin,Finance & Insurance,https://findervest.com/,False
2192,EVORION Biotechnologies,Nordrhein-Westfalen,Life Science & Healthcare,https://www.evorion.de/,True
2193,TrustBills Marketplace,Hamburg,Finance & Insurance,https://www.trustbills.com/,True
2194,XVESTOR,Baden-Württemberg,Finance & Insurance,http://www.xvestor.app,False
2195,adcommander,Nordrhein-Westfalen,Chemicals/Pharmaceuticals,http://www.adcommander.de,False
2196,mixxt,Nordrhein-Westfalen,IT and Communications,http://www.tixxt.com/de,True
2197,FUTURELED,Berlin,Other,http://futureled.de/,True
2198,Störtebekker,Hessen,Other,http://www.stoertebekker.com,True
2199,MAT Solutions,Nordrhein-Westfalen,Industrial & Basic Materials,https://www.mat-solutions.de/de,True
2200,Carsync,Bayern,"Automotive, Logistics & Mobility",https://www.carsync.de,False
2201,CELUS,Bayern,IT and Communications,https://www.celus.io/,True
2202,Organic Labs,Baden-Württemberg,Nutrition & Consumables,http://organiclabs.de/,True
2203,receeve,Hamburg,Finance & Insurance,https://www.receeve.com,True
2204,Food Tech Campus,Hamburg,IT and Communications,http://foodtechcampus.de/,True
2205,itPortal24,Berlin,IT and Communications,https://www.itportal24.de/,True
2206,TxK Gaming Studios,Nordrhein-Westfalen,Sports & Amusement/Gaming incl. Online,https://dungeonfulldive.com/,False
2207,GameBuddy,Hamburg,Sports & Amusement/Gaming incl. Online,https://gamebuddy.gg,False
2208,MY REAL ID,Bayern,Construction/Real Estate,https://www.myrealid.com/de/,True
2209,miuvi,Bayern,"Media, Arts & Entertainment",https://miuvi.de/,True
2210,SysEleven,Berlin,IT and Communications,http://syseleven.org/,True
2211,Sustainonomics,Hessen,Finance & Insurance,https://www.sustainonomics.net/,False
2212,truemorrow,Berlin,Life Science & Healthcare,http://truemorrow.de/,True
2213,StormForge,Nordrhein-Westfalen,IT and Communications,https://www.stormforge.io/,True
2214,puls digital marketing,Bayern,,https://www.puls-digital-marketing.com,True
2215,Thesius,Nordrhein-Westfalen,Education,https://www.thesius.de/,True
2216,SnackBaron,Baden-Württemberg,Nutrition & Consumables,http://www.snackbaron.de,True
2217,Twenty Billion Neurons,Hamburg,IT and Communications,https://20bn.com,False
2218,Lulada,Berlin,Sports & Amusement/Gaming incl. Online,https://www.lulada.de,True
2219,FREE NOW,Hamburg,"Automotive, Logistics & Mobility",https://free-now.com/,True
2220,Co-Tasker,Berlin,IT and Communications,https://www.co-tasker.com/,True
2221,ADLATUS Robotics,Baden-Württemberg,Industrial & Basic Materials,http://www.adlatus-robotics.com,True
2222,Buckle & Seam,Berlin,Textiles,https://buckleandseam.de/,True
2223,robodev,Baden-Württemberg,Industrial & Basic Materials,http://www.robodev.com,False
2224,ticketareo,Bayern,IT and Communications,https://ticketareo.de/,False
2225,Brandenburg Labs,Thüringen,IT and Communications,https://brandenburg-labs.com/,True
2226,Omiqa Bioinformatics,Berlin,Life Science & Healthcare,https://www.omiqa.bio/,True
2227,Footprint Technologies,Berlin,IT and Communications,http://footprinttech.de,True
2228,GeneWerk,Baden-Württemberg,Life Science & Healthcare,https://www.genewerk.com/,True
2229,Friskar,Baden-Württemberg,"Automotive, Logistics & Mobility",https://www.friskar.de/,False
2230,homify,Berlin,Nutrition & Consumables,https://www.homify.com,True
2231,zenrema,Bayern,Human Resources,https://zenrema.de/,True
2232,IoCare,Baden-Württemberg,Life Science & Healthcare,http://www.iocare.de,False
2233,ZooRoyal,Nordrhein-Westfalen,Nutrition & Consumables,https://www.zooroyal.de/,True
2234,Twineworks,Berlin,IT and Communications,http://tweakstreet.io,True
2235,Geospin,Baden-Württemberg,IT and Communications,https://www.geospin.de/de/,True
2236,Erium,Bayern,IT and Communications,https://erium.de/,True
2237,VOIPFUTURE,Hamburg,IT and Communications,http://voipfuture.com/,True
2238,Wir reinigen deinen Teppich.de,Bayern,Textiles,https://wirreinigendeinenteppich.de/,True
2239,iLocator,Hamburg,Construction/Real Estate,https://www.ilocator.com/,True
2240,Kostenex,Bayern,Finance & Insurance,https://www.kostenex.de/,True
2241,J137,Bayern,,https://www.j137.org,False
2242,naklar.io,Bayern,Education,https://naklar.io/,True
2243,StreetScooter,Nordrhein-Westfalen,"Automotive, Logistics & Mobility",https://www.streetscooter.eu/en/,True
2244,Heatly,Nordrhein-Westfalen,Energy & Electricity,https://www.heatly.de/,False
2245,Snke OS,Bayern,Life Science & Healthcare,https://www.snkeos.com/,True
2246,EST biochem,Nordrhein-Westfalen,Security,https://www.est-biochem.com/,True
2247,getraenkedienst.com,Bayern,Nutrition & Consumables,https://www.getraenkedienst.com/,True
2248,Medexo,Berlin,Life Science & Healthcare,http://www.medexo.com,True
2249,ZERO defects,Berlin,IT and Communications,https://zerodefects.com/de/,False
2250,LocalDeals,Bremen,Nutrition & Consumables,https://www.localdealsapp.de/,False
2251,CircularTree,Berlin,IT and Communications,http://circulartree.com/,True
2252,Graphmasters,Niedersachsen,"Automotive, Logistics & Mobility",http://www.graphmasters.net,False
2253,P3KI,Berlin,"Automotive, Logistics & Mobility",https://p3ki.com,False
2254,Show Heroes,Berlin,IT and Communications,https://showheroes.com/,True
2255,wirbauen.digital,Nordrhein-Westfalen,Construction/Real Estate,https://www.wirbauendigital.de/,True
2256,Kinemic,Baden-Württemberg,IT and Communications,https://kinemic.com/de/,True
2257,Lieblingsgast,Bayern,Nutrition & Consumables,https://lieblingsgast.com/,True
2258,aurivus,Baden-Württemberg,Construction/Real Estate,https://aurivus.com/,True
2259,hausify,Berlin,Construction/Real Estate,https://www.hausify.de/,True
2260,RECREWT,Bayern,Human Resources,https://recrewt.de/,True
2261,Handwerker Station,Baden-Württemberg,Construction/Real Estate,http://handwerkerstation.de/,False
2262,ChillChoc,Baden-Württemberg,Nutrition & Consumables,https://www.chillchoc.de,True
2263,Intrials,Berlin,Life Science & Healthcare,https://www.intrials.de/,False
2264,Semodia,Sachsen,Chemicals/Pharmaceuticals,https://www.semodia.com/,True
2265,KIProtect,Berlin,IT and Communications,https://kiprotect.com,False
2266,THEO App,Bayern,"Automotive, Logistics & Mobility",https://theo-app.com/?cookie-state-change=1640002155417,True
2267,Atlas Metrics,Berlin,IT and Communications,http://atlasmetrics.io/,False
2268,eSave,Baden-Württemberg,Other,https://www.esave.de,True
2269,Kupfer,Berlin,IT and Communications,https://www.kupfer-software.de/,False
2270,Smart Hydro Power,Bayern,Energy & Electricity,http://www.smart-hydro.de/en,False
2271,BIMWORX,Nordrhein-Westfalen,Construction/Real Estate,https://bimworx.net/,True
2272,PLANOPTO,Baden-Württemberg,IT and Communications,https://mailchi.mp/cbcd53394993/planopto,True
2273,DeepArt,Baden-Württemberg,"Media, Arts & Entertainment",http://deepart.io/,False
2274,careerfoundry,Berlin,Education,http://www.careerfoundry.com,True
2275,lesio,Sachsen,"Media, Arts & Entertainment",http://www.neocampus.de/,False
2276,hartz4widerspruch.de,Bremen,Other,http://hartz4widerspruch.de/,True
2277,Brainalytics,Nordrhein-Westfalen,Finance & Insurance,http://brainalytics.de/,False
2278,Pro Delight Food,Baden-Württemberg,Nutrition & Consumables,http://www.pro-delight.com,False
2279,NanoWired,Hessen,Industrial & Basic Materials,http://www.nanowired.de/,True
2280,Avocargo,Berlin,"Automotive, Logistics & Mobility",http://avocargo.one/,True
2281,AXICUS,Nordrhein-Westfalen,Construction/Real Estate,https://www.axicus.com/,True
2282,tigermedia,Hamburg,"Media, Arts & Entertainment",http://tiger.media/,True
2283,United Signals,Hessen,Finance & Insurance,http://www.united-signals.com,True
2284,DERICON,Hessen,Finance & Insurance,http://dericon.de/,True
2285,DingsThings,Berlin,Nutrition & Consumables,http://dingsthings.com/,True
2286,Sizolution,Berlin,IT and Communications,http://www.sizolution.com,True
2287,stomt,Brandenburg,Sports & Amusement/Gaming incl. Online,https://www.stomt.com,True
2288,YOMA Solutions,Schleswig-Holstein,"Automotive, Logistics & Mobility",http://yomagroup.de/,True
2289,VESTUR die Verbrechensapp,Baden-Württemberg,IT and Communications,http://www.vestur.de,True
2290,finvoice,Rheinland-Pfalz,Finance & Insurance,https://finvoice.de/,True
2291,STORY OF MINE,Nordrhein-Westfalen,Textiles,http://www.story-of-mine.com,True
2292,Applysia,Nordrhein-Westfalen,Human Resources,http://www.applysia.de,True
2293,NEOSTARTER,Nordrhein-Westfalen,IT and Communications,https://www.neostarter.com,True
2294,Golf Post,Nordrhein-Westfalen,Sports & Amusement/Gaming incl. Online,http://www.golfpost.de/,True
2295,sovity,Nordrhein-Westfalen,IT and Communications,http://www.sovity.de,True
2296,Clevver,Berlin,IT and Communications,https://www.clevver.io/,True
2297,PerfectPattern,Bayern,IT and Communications,http://www.perfectpattern.de,False
2298,Econ,Nordrhein-Westfalen,Finance & Insurance,https://econ-application.de/,False
2299,Conversional,Baden-Württemberg,IT and Communications,https://www.conversion.al/,False
2300,Talenter.io,Baden-Württemberg,Other,https://www.talenter.io,True
2301,Beatguide,Berlin,"Media, Arts & Entertainment",https://www.beatguide.me,False
2302,THC Living,Nordrhein-Westfalen,Construction/Real Estate,https://www.thc-living.de/,True
2303,3D Scanning LMA,Berlin,Construction/Real Estate,https://www.3dscanner-lma28.de,False
2304,FELS Group,Hessen,Finance & Insurance,http://www.fels-group.de,True
2305,blackbee,Sachsen,IT and Communications,http://webdata-solutions.com/,False
2306,3Bears,Bayern,Nutrition & Consumables,https://3bears.de/,True
2307,Brille99,Nordrhein-Westfalen,Life Science & Healthcare,https://www.brille99-online.de/,True
2308,ZenMate,Nordrhein-Westfalen,IT and Communications,https://zenmate.com/,True
2309,holos ai,Hamburg,IT and Communications,http://holos-technologies.com/index.html,False
2310,dot on,Baden-Württemberg,Sports & Amusement/Gaming incl. Online,https://www.dot-on.de/,True
2311,CoupoRando,Berlin,Finance & Insurance,https://www.couporando.de/,True
2312,cleversoft,Bayern,Finance & Insurance,https://www.clever-soft.com/,False
2313,combyne,Bayern,"Media, Arts & Entertainment",https://www.combyne.com,False
2314,Der Zuckerbäcker,Baden-Württemberg,Nutrition & Consumables,https://www.der-zuckerbaecker.de/,True
2315,BROX,Berlin,Nutrition & Consumables,https://bonebrox.com/,True
2316,bathmatch,Nordrhein-Westfalen,Construction/Real Estate,https://bathmatch.de/,True
2317,enyway,Hamburg,Energy & Electricity,https://www.enyway.com/de,False
2318,econsor mobile,Baden-Württemberg,IT and Communications,http://www.econsor-mobile.de,False
2319,motovio UG (haftungsbeschränkt),Baden-Württemberg,"Automotive, Logistics & Mobility",https://motovio.de,False
2320,ooia,Berlin,Textiles,https://ooshi-berlin.de/,True
2321,ApproLogic,Hessen,IT and Communications,http://www.apprologic.de/,True
2322,Easy Care Technology,Hamburg,IT and Communications,https://easy-care.app/,True
2323,Kaffi Schopp,Hessen,Nutrition & Consumables,https://www.kaffischopp.de,True
2324,SEPAone,Nordrhein-Westfalen,Finance & Insurance,http://sepaone.com/,True
2325,smapOne,Niedersachsen,IT and Communications,https://www.smapone.com,True
2326,brytes,Nordrhein-Westfalen,IT and Communications,https://www.brytes.de/,True
2327,Delta Engine,Niedersachsen,Sports & Amusement/Gaming incl. Online,http://deltaengine.net/,False
2328,Innovative Robot Delivery,Nordrhein-Westfalen,,https://www.innovative-robot-delivery.com,True
2329,Smartfurniture,Bayern,Life Science & Healthcare,https://smartfurniture.de/,True
2330,BIOMES NGS,Brandenburg,Life Science & Healthcare,https://biomes.world/,True
2331,TIMIFY,Bayern,IT and Communications,https://www.timify.com,True
2332,Inheaden,Hessen,IT and Communications,https://inheaden.io,False
2333,immolyze,Hamburg,Finance & Insurance,http://immolyze.de/,False
2334,avegoo,Baden-Württemberg,IT and Communications,https://avegoo.de/,True
2335,Brajuu,Nordrhein-Westfalen,Textiles,http://www.brajuu.com,False
2336,AdBill,Berlin,IT and Communications,https://www.adbill.com/,False
2337,mediquu,Nordrhein-Westfalen,Life Science & Healthcare,http://www.mediquu.de,True
2338,Nachbarschaft.net,Nordrhein-Westfalen,Sports & Amusement/Gaming incl. Online,https://nachbarschaft.net/,False
2339,SEED CYCLING,Hamburg,Life Science & Healthcare,https://seedcycling.de/,True
2340,smaints,Thüringen,Nutrition & Consumables,http://smaints.de,True
2341,PADEKO,Hessen,,http://www.padekogmbh.de,False
2342,ergofox,Hamburg,Life Science & Healthcare,https://ergofox.me/,False
2343,Fair Camper,Mecklenburg-Vorpommern,Tourism,https://www.faircamper.de/,True
2344,COMAN Software,Sachsen-Anhalt,IT and Communications,https://www.coman-software.com,True
2345,Bunky,Nordrhein-Westfalen,Construction/Real Estate,https://www.bunky.de/,True
2346,rent24 Coworking,Berlin,Other,https://www.rent24.com/,True
2347,food.de,Sachsen,"Automotive, Logistics & Mobility",https://food.de,False
2348,Margin,Nordrhein-Westfalen,Finance & Insurance,http://margin.de/,False
2349,x-cardiac,Berlin,Life Science & Healthcare,https://www.xcardiac.com/,True
2350,AXOVISION,Niedersachsen,Finance & Insurance,https://axovision.com/,True
2351,trusted blogs,Bremen,"Media, Arts & Entertainment",https://www.trusted-blogs.com,True
2352,leon-nanodrugs,Bayern,Chemicals/Pharmaceuticals,https://www.leon-nanodrugs.com/,True
2353,7Mind,Berlin,Life Science & Healthcare,https://7mind.de/,True
2354,RNA Digital Solutions,Bayern,Industrial & Basic Materials,https://www.hofmannstirner.com/,True
2355,Gradeview,Nordrhein-Westfalen,IT and Communications,https://gradeview.io/,True
2356,Listenchampion.de,Bayern,IT and Communications,http://fluit-biosystems.de/,False
2357,Sustify Gmbh,Berlin,Education,https://sustify.de/,True
2358,DemoUp Cliplister,Berlin,IT and Communications,https://demoup.com/,True
2359,Linkhawk,Nordrhein-Westfalen,IT and Communications,https://beta.linkhawk.com/,False
2360,airQ,Sachsen,Life Science & Healthcare,https://www.air-q.com/,True
2361,Energy Labs,Berlin,Energy & Electricity,https://energy-labs.com/,True
2362,SeNostic Health,Niedersachsen,Chemicals/Pharmaceuticals,https://senostic.com/index.php/en/,False
2363,MindPort,Nordrhein-Westfalen,IT and Communications,https://www.mindport.co,False
2364,Senect,Rheinland-Pfalz,Agriculture & Forestry,https://www.senect.de/,False
2365,conclusia,Berlin,Finance & Insurance,https://conclusia.io/,False
2366,Betterguards,Berlin,Sports & Amusement/Gaming incl. Online,https://www.betterguards.de/,True
2367,Mein Babykissen,Niedersachsen,Textiles,https://mein-babykissen.de/,True
2368,Innovations ON,Baden-Württemberg,IT and Communications,https://www.innovations-on.com/,True
2369,MyDog365,Niedersachsen,Education,https://mydog365.de/,True
2370,FireTMS.com,Berlin,,https://www.firetms.com/de/,True
2371,AZOWO,Baden-Württemberg,"Automotive, Logistics & Mobility",https://www.azowo.com,True
2372,TestQ,Bayern,Life Science & Healthcare,https://www.lifeguardmedia.de/,True
2373,nurii,Bayern,Life Science & Healthcare,https://www.nurii.de/,False
2374,Smart Robotic Systems,Nordrhein-Westfalen,"Automotive, Logistics & Mobility",http://smartrobotic.systems/,False
2375,humanoo,Berlin,Life Science & Healthcare,http://www.humanoo.com/,True
2376,Eridian,Berlin,IT and Communications,https://www.eridian.de/,True
2377,RegHub,Hessen,IT and Communications,http://reghub.io/,False
2378,Rocketloop,Hessen,IT and Communications,http://rocketloop.de/,True
2379,EBCSoft,Sachsen,IT and Communications,http://ebcsoft.de/,True
2380,VATION,Nordrhein-Westfalen,Life Science & Healthcare,https://www.vation.io/,False
2381,lecker Bestellen,Niedersachsen,IT and Communications,https://lecker-bestellen.de/,True
2382,Softr Platforms,Berlin,IT and Communications,http://softr.io/,True
2383,VAYU Sense,Bayern,Life Science & Healthcare,http://vayusense.com/,False
2384,Newbility,Baden-Württemberg,"Automotive, Logistics & Mobility",https://www.nwblty.com/,False
2385,wisemarkt,Berlin,Other,http://wisemarkt.com/,True
2386,elopage,Berlin,Finance & Insurance,http://elopage.com/,True
2387,POSpulse,Berlin,"Media, Arts & Entertainment",https://www.pospulse.com/,True
2388,flyingshapes,Rheinland-Pfalz,"Media, Arts & Entertainment",http://www.flyingshapes.com,True
2389,XbyX,Berlin,Life Science & Healthcare,http://www.xbyx.com,False
2390,faktoora,Bayern,Finance & Insurance,https://www.faktoora.com/,True
2391,loreical,Baden-Württemberg,"Media, Arts & Entertainment",https://loreical.com/,True
2392,Whitechart,Nordrhein-Westfalen,Other,https://www.whitechart.com,False
2393,Palturai,Hessen,IT and Communications,http://www.kantwert.de/,True
2394,LiGenium,Sachsen,"Automotive, Logistics & Mobility",http://ligenium.de/,True
2395,deviceTRUST,Hessen,IT and Communications,https://devicetrust.com/,True
2396,Datalovers,Rheinland-Pfalz,IT and Communications,http://www.datalovers.com,True
2397,LedgerEngineers,Nordrhein-Westfalen,"Automotive, Logistics & Mobility",https://www.ledger-engineers.com/,True
2398,German Crypto Tech,Hessen,Finance & Insurance,http://germanpropertytoken.com/,False
2399,Airgreets,Bayern,Tourism,http://www.airgreets.com,True
2400,Travador,Bayern,Tourism,http://www.travador.com/,True
2401,FinTechCube,Bayern,Finance & Insurance,http://fintechcube.com/,False
2402,42 Ads,Nordrhein-Westfalen,IT and Communications,https://42ads.io/,False
2403,Richtungwest Solution Services,Bayern,"Automotive, Logistics & Mobility",http://richtungwest.com/,False
2404,niiio finance group,Sachsen,Finance & Insurance,https://niiio.finance/,True
2405,pakilia,Baden-Württemberg,Nutrition & Consumables,http://pakilia.com/,True
2406,CloudRain,Nordrhein-Westfalen,Agriculture & Forestry,http://www.cloudrain.de,False
2407,Pulsar Photonics,Nordrhein-Westfalen,Industrial & Basic Materials,https://www.pulsar-photonics.de/,True
2408,Medusch,Nordrhein-Westfalen,Life Science & Healthcare,https://medusch.de,True
2409,Finanztip,Berlin,Finance & Insurance,https://finanztip.de/,True
2410,easy2coach,Berlin,Sports & Amusement/Gaming incl. Online,https://www.easy2coach.net/en/,True
2411,Carma Insights,Hessen,IT and Communications,http://www.mooveo.app,True
2412,Coldsense Technologies,Niedersachsen,Energy & Electricity,https://www.cold-sense.com/,True
2413,HR Puls,Hamburg,IT and Communications,http://www.hrpuls.com,True
2414,PaketConcierge,Berlin,"Automotive, Logistics & Mobility",http://paketconcierge.de/,True
2415,JOBODO,Baden-Württemberg,Human Resources,https://www.jobodo.de/,False
2416,UpFlat,Nordrhein-Westfalen,Construction/Real Estate,https://www.upflat.de/,True
2417,teech,Hessen,Education,https://teech.de/,True
2418,Kapten & Son,Nordrhein-Westfalen,Textiles,http://kapten-son.com/,True
2419,Skinmade,Baden-Württemberg,Life Science & Healthcare,https://skinmade.de/,True
2420,ARANEA,Bayern,,https://www.aranea.gmbh/home.html,False
2421,wuddi,Nordrhein-Westfalen,"Automotive, Logistics & Mobility",http://www.wuddi.de,True
2422,PRAMOMOLECULAR at TU Berlin,Berlin,Chemicals/Pharmaceuticals,http://www.pramo-molecular.org,False
2423,ASEIKO Skin,Hamburg,Other,https://www.aseiko.io/,True
2424,adspert,Berlin,IT and Communications,https://www.adspert.net,False
2425,HABYT,Berlin,Construction/Real Estate,https://www.habyt.com/,True
2426,METAPOSTER,Berlin,IT and Communications,https://www.metaposter.io/,False
2427,Passpol,Bayern,IT and Communications,https://www.passpol.de/,True
2428,how.fm,Nordrhein-Westfalen,IT and Communications,https://www.how.fm,True
2429,FinanzRitter,Nordrhein-Westfalen,Finance & Insurance,https://finanzritter.com/,True
2430,pen.sec,Bayern,Security,https://pen-sec.de/,True
2431,Alpha-Telemed,Berlin,Life Science & Healthcare,https://www.alpha-telemed.com/,False
2432,Office Park GbR,Nordrhein-Westfalen,IT and Communications,http://www.officepark.group,False
2433,menutech,Berlin,IT and Communications,https://menutech.com/en,True
2434,Wallflower,Berlin,IT and Communications,http://nxtbgthng.com/,False
2435,Table of Visions,Berlin,IT and Communications,https://tableofvisions.com/,True
2436,Recover2go,Baden-Württemberg,Nutrition & Consumables,http://www.recover2go.com,False
2437,DelFactis,Bayern,Finance & Insurance,http://delfactis.de/,True
2438,E-Scooter Datenbank,Niedersachsen,Energy & Electricity,http://www.es-db.de,True
2439,whyapply,Sachsen,Human Resources,https://whyapply.de/,True
2440,civiservice.de,Hessen,IT and Communications,https://civiservice.de/,True
2441,ExB,Bayern,Finance & Insurance,https://exb.de/,True
2442,51nodes,Baden-Württemberg,Finance & Insurance,https://www.51nodes.io/,True
2443,Nona Care,Berlin,IT and Communications,http://www.nona.care,False
2444,WorkGenius,Hamburg,Human Resources,https://www.workgenius.com/en-us/,True
2445,Strollme,Bayern,Other,http://strollme.de/,False
