name,state,linkedin_industry,website_url
Flying Circus Internet Operations,Sachsen-Anhalt,Other,https://flyingcircus.io
SPiN,Hessen,Other,https://www.spinintech.com/
Wolvesville,Bayern,Sports & Amusement/Gaming incl. Online,https://app.wolvesville.com/
Regis24,Berlin,Finance & Insurance,http://regis24.de/
drillstars,Bayern,Sports & Amusement/Gaming incl. Online,https://drillstars.com/
Heyfair,Thüringen,Life Science & Healthcare,https://www.heyfair.de
Smart City System,Bayern,IT and Communications,https://smart-city-system.com/
xeomed,Bayern,IT and Communications,https://www.xeomed.de/
paopao essentials,Baden-Württemberg,Life Science & Healthcare,https://paopao-essentials.de/
Beducated,Bayern,"Media, Arts & Entertainment",https://beducated.com
Yooscout,Baden-Württemberg,IT and Communications,https://www.yooscout.com/
Einfach E-Auto Mobility Solutions,Bayern,"Automotive, Logistics & Mobility",https://einfacheauto.de/
PlantBase,Niedersachsen,Life Science & Healthcare,http://plantbase.shop/
Epimune,Berlin,Life Science & Healthcare,http://epimune-dx.com/
Cleanhub,Berlin,"Water, Waste Treatment & Recycling",https://www.cleanhub.io/
bygora,Bayern,Nutrition & Consumables,https://bygora.com/
Lytt,Berlin,Human Resources,http://www.lytt.de/en
Abcalis,Niedersachsen,Chemicals/Pharmaceuticals,http://abcalis.com/
ECOFARIO,Bayern,"Water, Waste Treatment & Recycling",http://ecofario.eco/
LaterPay,Bayern,Finance & Insurance,https://www.laterpay.net
KUNO,Berlin,Human Resources,http://kuno.io/
Aluxo,Baden-Württemberg,Life Science & Healthcare,https://www.surface-as-a-service.de
voize,Brandenburg,Life Science & Healthcare,https://voize.de/
Cara Care,Berlin,Life Science & Healthcare,https://cara.care/
Airphoto,Baden-Württemberg,"Media, Arts & Entertainment",https://airphoto.de/
Snapview,Bayern,Consulting,https://www.snapview.de/
microDimensions,Brandenburg,Life Science & Healthcare,http://micro-dimensions.com/
myhotelshop,Sachsen,Tourism,https://www.myhotelshop.com/
Autlay,Nordrhein-Westfalen,IT and Communications,http://autlay.com/
PayperChain,Hessen,Finance & Insurance,https://www.payperchain.com/
HeyLama,Berlin,,https://www.heylama.app
Too Good To Go,Berlin,Nutrition & Consumables,https://toogoodtogo.de/de
ONESTOPTRANSFORMATION,Bayern,Human Resources,https://www.onestoptransformation.com
aponow,Nordrhein-Westfalen,Life Science & Healthcare,https://www.aponow.de/
COVIDZERT,Niedersachsen,Life Science & Healthcare,https://covid-zert.de/
Vectoflow,Bayern,Other,https://www.vectoflow.de/en/
Tiffin Loop,Berlin,"Water, Waste Treatment & Recycling",https://tiffinloop.de/
Stargazr,Hamburg,Finance & Insurance,http://stargazr.ai/
QraGo,Baden-Württemberg,Life Science & Healthcare,https://www.qrago.de/
ePilot,Berlin,"Automotive, Logistics & Mobility",https://epilot.eu/
CAPTIQ,Hessen,Finance & Insurance,http://quantity-investment.de/
HEYHO,Niedersachsen,Nutrition & Consumables,http://goheyho.com/
dabelino,Hessen,"Media, Arts & Entertainment",http://www.dabelino.de
anwalt.de,Bayern,IT and Communications,https://www.anwalt.de:443/
Gridhound,Nordrhein-Westfalen,IT and Communications,http://www.gridhound.de
Westwing,Bayern,Nutrition & Consumables,http://www.westwing.com/
auxmoney,Nordrhein-Westfalen,Finance & Insurance,http://www.auxmoney.com
sourcingbot.com,Brandenburg,Industrial & Basic Materials,http://www.sourcingbot.com
PBM Personal Business Machine,Nordrhein-Westfalen,IT and Communications,https://www.personal-business-machine.com/
HOVOLT.DE,Baden-Württemberg,,https://www.hovolt.de
EVO Technik,Baden-Württemberg,,https://www.evotechlaser.de
Lexatexer,Berlin,IT and Communications,https://www.lexatexer.com/
SayWay,Nordrhein-Westfalen,IT and Communications,http://sayway.com/
LIVEDAB,Hamburg,"Media, Arts & Entertainment",https://livedab.com
CallPima,Sachsen,,https://www.pimaassist.de
Retury,,IT and Communications,https://www.retury.de/
VAI Trade,Berlin,Finance & Insurance,https://vaitrade.de/de
Additive Marking,Nordrhein-Westfalen,IT and Communications,https://additive-marking.de
8sense,Bayern,Life Science & Healthcare,https://8sense.com/
Room,Berlin,IT and Communications,https://room.com/
sereact,Baden-Württemberg,Industrial & Basic Materials,https://sereact.ai/
Cuciniale,Bayern,Nutrition & Consumables,https://cuciniale.com/
dry-hire.com,Bayern,Other,http://www.dry-hire.com
recare,Berlin,Life Science & Healthcare,http://recaresolutions.com/
upBUS,Nordrhein-Westfalen,"Automotive, Logistics & Mobility",https://www.upbus.rwth-aachen.de/
Diversifikator,Niedersachsen,Finance & Insurance,https://diversifikator.com/de/#/
ambico,Baden-Württemberg,Other,http://www.pflanzkuebel-direkt.de
Cube Biotech,Nordrhein-Westfalen,Life Science & Healthcare,http://www.cube-biotech.com
FEMNA,Berlin,Life Science & Healthcare,https://femna.de/
Kompetek Interaktiv,Berlin,IT and Communications,https://www.kompetek.de/
Promisioo Finance & Technology,Nordrhein-Westfalen,Finance & Insurance,http://www.promisioo
GeoCompanion,Bayern,,https://www.geocompanion.de
Angsa Robotics,Bayern,Other,https://angsa-robotics.com/
moverii,Nordrhein-Westfalen,Tourism,https://moverii.de/
Enefty Technologies,Berlin,,https://www.enefty.app
Passionario,Bayern,,https://www.passionario.de
IT-Talents,Nordrhein-Westfalen,Human Resources,https://www.it-talents.de/
Motor Ai,Berlin,"Automotive, Logistics & Mobility",http://www.motor-ai.com/
Forexfix,Berlin,Finance & Insurance,https://www.forexfix.de
ADRIMO Handels,Baden-Württemberg,"Automotive, Logistics & Mobility",https://www.adrimo.de
tool1game1,Hamburg,Sports & Amusement/Gaming incl. Online,http://the-invitation-game.com
Wanloc,Nordrhein-Westfalen,IT and Communications,http://wanloc.com/
Doctolib,Berlin,Life Science & Healthcare,https://www.doctolib.de
EcoG,Bayern,"Automotive, Logistics & Mobility",http://www.ecog.io
Vaayu Tech,Berlin,Other,https://vaayu.tech/
Tolingo,Hamburg,,http://www.tolingo.com/de
Gitpod,Schleswig-Holstein,IT and Communications,http://gitpod.io/
MagaLoop,Berlin,IT and Communications,http://web.magaloop.com/
Sykori,Bayern,"Media, Arts & Entertainment",https://www.sykori.com/
Stageapp,Hamburg,"Media, Arts & Entertainment",https://stageapp.pro/
BlitzMinds,Bayern,"Automotive, Logistics & Mobility",https://blitzminds.com
Evanium Healthcare,Bayern,Nutrition & Consumables,http://www.evanium.de
HAPPYCAR,Hamburg,"Automotive, Logistics & Mobility",https://www.happycar.de/
ScaleNC,Baden-Württemberg,Industrial & Basic Materials,https://scalenc.com/
Vision11,Bayern,Consulting,http://visioneleven.com/
corpus.e,Baden-Württemberg,IT and Communications,http://www.corpus-e.com/
Deepdive,Berlin,IT and Communications,http://joindeepdive.com/
System Akvile,Hamburg,Life Science & Healthcare,https://systemakvile.com/
Ancora.ai,Berlin,Life Science & Healthcare,https://www.ancora.ai/
Geschenke.de,Hamburg,Sports & Amusement/Gaming incl. Online,https://www.geschenke.de/
treefin,Bayern,Finance & Insurance,https://www.treefin.com/
B//NU,Baden-Württemberg,Life Science & Healthcare,https://b-nu.de/
Neonait,Hamburg,,https://www.neonait.com
careship,Berlin,Life Science & Healthcare,https://www.careship.de
Kleerly,Nordrhein-Westfalen,,https://www.kleerly.de
courtbooking.de,Bayern,Sports & Amusement/Gaming incl. Online,https://courtbooking.de/
Kitchn.io,Berlin,IT and Communications,https://www.kitchn.io/
WIESEMANN 1893,Nordrhein-Westfalen,Other,http://www.wiesemann1893.com
rekonmed,Baden-Württemberg,Life Science & Healthcare,http://www.rekonmed.de
Chainsulting,Schleswig-Holstein,Finance & Insurance,http://chainsulting.com/
MyRoodle U.G.,Bayern,"Media, Arts & Entertainment",https://myroodle.com/
MONDOSANO,Hamburg,IT and Communications,https://www.mondosano.de/
60tree,Bayern,Nutrition & Consumables,http://www.60tree.de
Aaron,Berlin,IT and Communications,https://aaron.ai/
360T,Hessen,Finance & Insurance,https://www.360t.com/
Friedhold,Niedersachsen,Agriculture & Forestry,https://friedhold.de/
InnolutionTex,Bayern,Life Science & Healthcare,https://www.innolution-tex.com/
Layover Solutions,Hessen,Tourism,https://layoversolutions.com/de/home/
Phytonics,Baden-Württemberg,Energy & Electricity,https://www.phytonics.tech/
SNYCE,Nordrhein-Westfalen,Life Science & Healthcare,https://snyce.eu/
vismath,Berlin,Education,http://www.vismath.eu
raidboxes®,Nordrhein-Westfalen,IT and Communications,https://raidboxes.io
halsüberkopf,Nordrhein-Westfalen,Textiles,http://www.halsueberkopf.org
Sharpist,Berlin,Human Resources,https://www.sharpist.com/
SimplyGo App,Bayern,Tourism,https://ion-ah.com/
ClearOps,Bayern,"Automotive, Logistics & Mobility",https://clearops.com/
Kumpan electric,Rheinland-Pfalz,"Automotive, Logistics & Mobility",https://www.kumpan-electric.com/
videositenkarte.de,Brandenburg,IT and Communications,https://videositenkarte.de/
CFO Suite,Hessen,Finance & Insurance,http://pectusfinance.com/
Granny Vision,Bayern,IT and Communications,https://www.granny-vision.com/
Foodguide,Hamburg,Sports & Amusement/Gaming incl. Online,https://thefoodguide.de:443/
antibodies-online,Nordrhein-Westfalen,Life Science & Healthcare,http://www.antibodies-online.com
Majestic Collective,Berlin,"Media, Arts & Entertainment",https://www.majesticjournal.com/
kladdebuchverlag,Baden-Württemberg,"Media, Arts & Entertainment",http://www.kladdebuchverlag.de
klimafarmer,Rheinland-Pfalz,Agriculture & Forestry,https://klimafarmer.de/
thea,Baden-Württemberg,Education,http://www.thea-ar.de
sFIX,Bayern,Industrial & Basic Materials,http://sfixapp.com/
Bergmannfuchs,Berlin,Nutrition & Consumables,https://bergmannfuchs.com/
Viprinet,Rheinland-Pfalz,IT and Communications,https://www.viprinet.com
tugut,Baden-Württemberg,IT and Communications,http://www.tugut.de
CAMPR,Bayern,IT and Communications,https://campr.biz
Pixabay,Berlin,"Media, Arts & Entertainment",http://pixabay.com/
RepairFix,Nordrhein-Westfalen,"Automotive, Logistics & Mobility",http://www.repairfix.eu
Liquello,Hessen,Nutrition & Consumables,https://liquello.com/
Mynddrive,Hamburg,Life Science & Healthcare,https://www.mynddrive.de/
bookingkit,Berlin,IT and Communications,https://bookingkit.net/
Wuplo,Berlin,Nutrition & Consumables,http://wuplo.com/
MOLABO,Bayern,"Automotive, Logistics & Mobility",https://molabo.eu/
reCIRCLE Deutschland,Baden-Württemberg,"Water, Waste Treatment & Recycling",https://www.recircle.de/
EXTEND3D,Bayern,Industrial & Basic Materials,https://www.extend3d.de/
Hivebuy,Berlin,Finance & Insurance,http://hivebuy.de/
crossvertise,Bayern,IT and Communications,https://www.crossvertise.com/
InformMe,Bayern,Life Science & Healthcare,https://www.informme.help/
SimLife Naturprodukte,Hessen,Life Science & Healthcare,https://www.simlife-onlineshop.de/
Juriverse,Berlin,Education,https://www.juriverse.com/
Flowletics,Berlin,IT and Communications,http://flowletics.com
IntelleXeram,Baden-Württemberg,Security,https://intellexeram.com/
Vara,Berlin,Life Science & Healthcare,http://vara.ai/
Grundschulkönig,Bayern,,https://www.grundschulkoenig.de
LightnTec,Baden-Württemberg,Energy & Electricity,https://lightntec.com/solutions.html
Konfuzio,Hessen,IT and Communications,https://konfuzio.com/de/
keatz,Berlin,Nutrition & Consumables,http://keatz.com/
2Degrees.Energy,Baden-Württemberg,Other,http://2degrees.energy
Perfood,Schleswig-Holstein,Life Science & Healthcare,http://perfood.de/
protect first,Sachsen,Life Science & Healthcare,https://protect-first.de/
Makersite,Bayern,IT and Communications,https://makersite.io/
Healthcare X.0,Hamburg,Life Science & Healthcare,http://healthcare-xnull.com/
Booxli,Baden-Württemberg,"Media, Arts & Entertainment",https://de.booxli.com/
Mindverse,Berlin,IT and Communications,https://mind-verse.de
Futuro Farming,Bayern,Life Science & Healthcare,http://www.futurofarming.com
Cloud54,Rheinland-Pfalz,IT and Communications,https://cloud54.eu/
yucona,Berlin,"Water, Waste Treatment & Recycling",https://yucona.eu
medizen.digital,Nordrhein-Westfalen,Life Science & Healthcare,https://medizen.digital/
myuniboard,Schleswig-Holstein,Education,https://myuniboard.com/
Scrutinizer,Hessen,IT and Communications,https://scrutinizer-ci.com/
OpenAshram,Nordrhein-Westfalen,Sports & Amusement/Gaming incl. Online,https://www.openashram.com/
WORKERBASE,Bayern,Industrial & Basic Materials,http://workerbase.com
WeightWorks,Baden-Württemberg,"Automotive, Logistics & Mobility",http://www.weightworks.de
KptnCook,Berlin,Nutrition & Consumables,http://www.kptncook.com
DroneMasters,Berlin,IT and Communications,https://www.dronemasters.com/
EarReality,Baden-Württemberg,"Media, Arts & Entertainment",https://ear-reality.de/
WunderAgent,Berlin,Finance & Insurance,https://www.wunderagent.de/upgrade
RELOK,Berlin,"Water, Waste Treatment & Recycling",http://www.relok.de
implacheck,Nordrhein-Westfalen,Life Science & Healthcare,https://implacheck.de/
airbons,Bayern,Other,http://www.airbons.com
zinsbaustein.de,Berlin,Finance & Insurance,https://www.zinsbaustein.de/
Buchdeals,Nordrhein-Westfalen,"Media, Arts & Entertainment",https://www.buchdeals.de/
Central BioHub,Brandenburg,Life Science & Healthcare,https://www.centralbiohub.com/
Think Crypto,Berlin,Finance & Insurance,http://coin.ink/
lingoking,Bayern,Education,http://www.lingoking.com
Graswald,Niedersachsen,"Media, Arts & Entertainment",https://www.graswald3d.com/
edith.care,Hamburg,Life Science & Healthcare,http://edith.care/
iubel,Hamburg,Consulting,https://iubel.de/
Pharos Solutions,Baden-Württemberg,IT and Communications,http://www.pharos-solutions.de
Faircado,Berlin,IT and Communications,https://faircado.com/
Die Autohauskenner,Nordrhein-Westfalen,"Automotive, Logistics & Mobility",http://www.autohauskenner.de
leadtributor,Bayern,IT and Communications,http://leadtributor.com/
talent.io,Berlin,IT and Communications,https://talent.io
Reiseuhu.de,Berlin,Tourism,http://www.reiseuhu.de
wooga,Berlin,Sports & Amusement/Gaming incl. Online,https://www.wooga.com/
THING,Baden-Württemberg,IT and Communications,http://thng.de/
Zest Labs,Baden-Württemberg,IT and Communications,https://zestlabs.io/
Midoco,Nordrhein-Westfalen,Tourism,http://midoco.de/
PrepLounge,Nordrhein-Westfalen,Consulting,https://www.preplounge.com/en
Cysal,Nordrhein-Westfalen,Chemicals/Pharmaceuticals,http://www.cysal.de/
TechMiners,Berlin,IT and Communications,https://www.techminers.com/
ROOM IN A BOX,Berlin,Industrial & Basic Materials,https://roominabox.de/
Myra Security,Bayern,IT and Communications,http://myrasecurity.com/
GIVEAJOY,Baden-Württemberg,Human Resources,https://giveajoy.de/
invisibobble,Bayern,Nutrition & Consumables,http://www.invisibobble.com
The spot ticketing,Nordrhein-Westfalen,"Media, Arts & Entertainment",http://www.the-spot.online
feelfood,Nordrhein-Westfalen,Nutrition & Consumables,http://feel-food.com/
talentify,Berlin,Education,https://www.talentify.me
BRIVE,Berlin,"Automotive, Logistics & Mobility",http://brive.io/
retraced,Nordrhein-Westfalen,Industrial & Basic Materials,https://retraced.co/
Inflight VR,Bayern,Tourism,https://inflight-vr.com
Doctorly,Berlin,Life Science & Healthcare,https://www.doctorly.de/
Cyface,Sachsen,"Automotive, Logistics & Mobility",https://www.cyface.de/
LobbySpace,Hamburg,"Media, Arts & Entertainment",http://www.lobbyspace.me
LOEWI,Bayern,Life Science & Healthcare,https://loewi.com/
Myelo Therapeutics,Berlin,Chemicals/Pharmaceuticals,http://myelotherapeutics.com/
Chamsbox,Nordrhein-Westfalen,Nutrition & Consumables,http://www.chamsbox.com
Cropspot,Hamburg,Nutrition & Consumables,https://www.cropspot.com/
Evertracker,Mecklenburg-Vorpommern,"Automotive, Logistics & Mobility",https://evertracker.io/
connactz,Bayern,"Media, Arts & Entertainment",https://www.connactz.com/de
Paperless,Hessen,IT and Communications,https://paperless.io/
DynAmaze,Nordrhein-Westfalen,Sports & Amusement/Gaming incl. Online,https://dynamaze.de/
HelloBetter,Hamburg,Life Science & Healthcare,https://hellobetter.de/
Campus Couture,Berlin,,https://www.campus-couture.de
CBDHouse,Hessen,Nutrition & Consumables,https://cbdhouse.shop/
yogainderschwangerschaft.de,Baden-Württemberg,Sports & Amusement/Gaming incl. Online,https://www.yogainderschwangerschaft.de
Supazone,Niedersachsen,"Water, Waste Treatment & Recycling",https://www.supazone.de/
IMG.LY,Nordrhein-Westfalen,IT and Communications,https://www.img.ly/
Billomat,Bayern,Finance & Insurance,http://www.billomat.com
OvulaRing,Sachsen,Life Science & Healthcare,https://ovularing.com/
RideLink,Hessen,"Automotive, Logistics & Mobility",https://ridelink.com
elvah,Rheinland-Pfalz,"Automotive, Logistics & Mobility",https://www.elvah.de/
studydrive,Berlin,Education,https://studydrive.net/
Twinsity,Hessen,IT and Communications,https://twinsity.com/
